Source Function,Target Function
"approve(address,uint256)","transferFrom(address,address,uint256)"
"decreaseApproval(address,uint256)","transferFrom(address,address,uint256)"
"transfer(address,uint256)","transferFrom(address,address,uint256)"
"increaseApproval(address,uint256)","transferFrom(address,address,uint256)"
DisableSelling(),EnableSelling(uint256)
transferOwnership(address),EnableSelling(uint256)
EnableSelling(uint256),DisableSelling()
transferOwnership(address),DisableSelling()
"approve(address,uint256)","transfer(address,uint256)"
"transferFrom(address,address,uint256)","transfer(address,uint256)"
"decreaseApproval(address,uint256)","transfer(address,uint256)"
"increaseApproval(address,uint256)","transfer(address,uint256)"
EnableSelling(uint256),collect(uint256)
DisableSelling(),collect(uint256)
transferOwnership(address),collect(uint256)
EnableSelling(uint256),transferOwnership(address)
DisableSelling(),transferOwnership(address)
